Chamber_1(kPa),chamber_2(kPa),chamber_3(kPa),chamber_4(kPa),chamber_5(kPa),chamber_6(kPa),time(s)
-20.432,-70.962,-71.385,-74.808,-74.808,-74.927,23.026
-20.555,-71.11,-71.263,-74.927,-75.05,-75.05,23.052
-20.555,-71.11,-71.263,-74.927,-74.927,-75.172,23.079
-21.287,-71.847,-71.752,-75.418,-75.295,-75.418,23.106
-20.677,-71.554,-71.508,-75.05,-74.927,-75.172,23.132
-20.797,-71.554,-71.508,-75.05,-75.05,-74.927,23.157
-20.555,-71.554,-71.752,-74.808,-74.685,-74.685,23.184
-20.797,-71.554,-71.875,-75.172,-75.05,-75.172,23.21
-20.677,-71.406,-71.995,-74.927,-74.808,-75.172,23.237
-20.92,-71.995,-72.362,-75.785,-75.785,-76.15,23.261
-20.677,-71.258,-71.752,-75.05,-75.05,-75.172,23.288
-20.555,-71.258,-71.63,-75.05,-75.05,-75.05,23.315
-20.555,-71.406,-71.508,-74.808,-75.05,-75.05,23.341
-20.31,-71.11,-71.263,-74.44,-74.44,-74.808,23.366
-20.432,-71.406,-71.385,-74.685,-74.562,-75.05,23.392
-20.555,-71.11,-71.508,-74.927,-74.685,-75.295,23.419
-20.555,-71.554,-71.875,-75.05,-75.172,-75.295,23.446
-20.432,-70.962,-71.63,-75.295,-74.927,-75.05,23.47
-20.432,-71.11,-71.752,-74.927,-74.808,-75.05,23.497
-20.555,-71.995,-72.485,-76.395,-76.15,-76.395,23.523
-20.555,-71.554,-71.875,-75.172,-75.05,-75.662,23.55
-20.555,-71.699,-72.24,-75.662,-75.418,-75.785,23.577
-20.797,-71.847,-71.752,-75.418,-75.295,-75.418,23.601
-20.555,-71.406,-71.752,-75.295,-74.927,-75.05,23.628
-20.432,-71.258,-71.63,-75.295,-74.927,-75.295,23.655
-20.31,-71.258,-71.752,-75.05,-75.05,-75.54,23.681
-20.677,-71.554,-71.752,-75.172,-75.295,-75.418,23.706
-20.797,-71.699,-72.24,-75.295,-75.295,-75.295,23.732
-20.432,-71.258,-71.63,-74.685,-74.562,-74.685,23.759
-20.555,-71.847,-72.118,-75.172,-75.172,-75.54,23.786
-20.432,-71.258,-71.752,-75.05,-74.927,-75.418,23.81
-20.31,-71.258,-71.875,-75.172,-75.295,-75.54,23.837
-20.31,-71.554,-72.362,-75.662,-75.785,-76.028,23.863
-20.432,-70.962,-71.508,-74.808,-74.927,-75.172,23.89
-20.187,-71.258,-71.385,-75.05,-74.808,-75.05,23.917
-20.555,-71.699,-71.995,-75.662,-75.295,-75.54,23.941
-20.31,-71.406,-72.118,-75.295,-75.295,-75.418,23.968
-20.677,-71.699,-71.875,-75.295,-75.418,-75.54,23.994
-20.797,-71.699,-72.24,-75.54,-75.172,-75.295,24.021
-20.797,-72.143,-72.73,-76.15,-75.905,-75.785,24.046
-20.187,-70.962,-71.63,-75.05,-74.808,-75.172,24.072
-20.187,-70.962,-71.752,-75.295,-75.05,-75.295,24.099
-20.432,-71.699,-72.118,-75.172,-75.295,-75.54,24.126
-20.432,-71.699,-72.118,-75.418,-75.295,-75.662,24.15
-20.432,-71.554,-71.752,-75.172,-75.05,-75.172,24.177
-20.555,-71.699,-71.875,-75.172,-75.172,-75.54,24.203
-20.065,-71.258,-71.63,-75.05,-74.927,-75.418,24.23
-20.187,-71.406,-72.118,-75.418,-75.54,-75.662,24.255
-20.31,-71.11,-71.63,-74.927,-74.927,-75.418,24.281
-20.432,-71.699,-72.362,-75.418,-75.418,-75.54,24.308
-20.31,-71.406,-71.752,-75.172,-74.927,-75.295,24.334
-20.187,-71.554,-71.995,-75.172,-75.295,-75.418,24.361
-20.555,-71.847,-72.24,-75.662,-75.662,-75.905,24.386
-20.432,-71.554,-71.995,-75.172,-75.05,-75.418,24.412
-20.555,-71.406,-72.118,-75.54,-75.418,-76.028,24.439
-20.187,-70.962,-71.508,-75.05,-74.808,-75.172,24.465
-20.065,-70.666,-71.385,-74.927,-74.927,-75.172,24.49
-20.065,-71.406,-71.752,-75.418,-75.295,-75.172,24.517
-19.577,-70.814,-71.263,-74.808,-74.562,-74.927,24.543
-20.432,-71.699,-71.875,-75.172,-75.295,-75.54,24.57
-20.31,-71.554,-71.995,-74.927,-74.927,-75.418,24.594
-20.555,-71.258,-72.24,-75.54,-75.785,-75.54,24.621
-20.187,-70.962,-71.752,-74.927,-75.05,-75.05,24.648
-20.31,-71.11,-71.875,-75.05,-74.927,-75.418,24.674
-20.187,-70.814,-71.63,-74.927,-74.927,-75.172,24.699
-20.31,-71.11,-71.752,-74.927,-74.927,-75.295,24.726
-20.31,-71.258,-71.752,-75.172,-75.295,-75.295,24.752
-20.31,-71.258,-71.508,-74.927,-75.05,-75.05,24.779
-20.187,-71.11,-71.385,-74.927,-74.562,-74.808,24.805
-20.432,-71.554,-72.24,-75.785,-75.662,-76.15,24.83
-20.31,-71.258,-71.752,-75.172,-75.172,-75.172,24.857
-20.31,-71.11,-71.752,-75.172,-75.172,-75.418,24.883
-20.555,-71.406,-72.118,-75.662,-75.662,-75.418,24.91
-20.187,-70.962,-71.508,-75.05,-74.685,-74.927,24.934
-20.432,-71.699,-71.995,-75.54,-75.172,-75.54,24.961
-20.31,-71.406,-71.995,-75.54,-75.172,-75.418,24.988
-20.432,-71.699,-71.995,-75.295,-75.295,-75.54,25.014
-20.31,-71.406,-71.63,-75.172,-75.172,-75.172,25.039
-20.187,-70.962,-71.63,-74.927,-74.685,-74.927,25.065
-20.432,-71.554,-71.875,-75.172,-75.172,-75.295,25.092
-20.065,-71.258,-71.63,-74.808,-74.808,-75.295,25.119
-20.187,-71.11,-71.385,-74.808,-74.685,-75.05,25.145
-20.31,-71.406,-71.875,-75.05,-75.172,-75.295,25.17
-20.677,-71.995,-72.24,-75.54,-75.172,-75.418,25.197
-20.797,-71.699,-72.24,-75.418,-75.418,-75.54,25.223
-20.187,-71.406,-71.995,-75.418,-75.172,-75.54,25.25
-20.065,-71.258,-71.875,-75.418,-75.418,-75.662,25.274
-20.187,-71.11,-71.752,-75.418,-75.295,-75.54,25.301
-20.432,-71.406,-71.752,-75.172,-75.05,-75.295,25.328
-20.187,-71.406,-71.508,-75.05,-74.808,-75.05,25.354
-20.677,-72.291,-72.485,-76.028,-75.54,-75.785,25.379
-20.31,-71.699,-71.752,-75.418,-75.295,-75.54,25.405
-20.187,-71.11,-71.385,-74.927,-74.808,-74.927,25.432
-20.432,-71.406,-72.118,-75.172,-74.808,-75.295,25.459
-20.432,-71.258,-71.875,-75.05,-74.927,-75.05,25.485
-20.432,-71.258,-71.875,-75.172,-74.927,-75.295,25.51
-20.187,-71.406,-71.995,-75.172,-75.295,-75.418,25.536
-20.187,-71.258,-71.63,-75.05,-75.05,-75.295,25.563
-20.187,-71.258,-71.63,-74.927,-74.685,-75.172,25.59
-20.432,-71.554,-72.118,-75.418,-75.295,-75.785,25.614
-20.555,-71.11,-71.508,-74.808,-74.685,-75.172,25.641
-20.187,-70.962,-71.508,-74.927,-75.05,-75.172,25.668
-20.187,-71.258,-71.752,-75.295,-75.418,-75.54,25.694
-20.187,-71.406,-71.995,-75.295,-74.927,-75.418,25.719
-20.432,-71.554,-71.995,-75.295,-74.927,-75.418,25.745
-20.677,-71.554,-71.995,-75.418,-75.05,-75.295,25.772
-20.677,-71.847,-72.118,-75.418,-75.418,-75.295,25.799
-20.187,-71.11,-71.752,-75.05,-75.172,-75.172,25.823
-20.31,-71.258,-71.995,-75.295,-74.927,-75.295,25.85
-20.677,-71.847,-72.608,-75.905,-75.54,-75.905,25.876
-20.31,-71.258,-71.875,-75.172,-75.295,-75.662,25.903
-20.31,-71.699,-71.752,-75.05,-75.295,-75.418,25.93
-20.432,-71.554,-71.752,-75.05,-75.295,-75.418,25.954
-20.187,-71.11,-71.385,-74.685,-74.562,-74.927,25.981
-22.387,-75.098,-75.418,-78.472,-78.35,-78.718,26.007
-20.31,-71.258,-71.875,-75.05,-75.172,-75.54,26.034
-20.187,-71.258,-71.752,-75.172,-75.172,-75.418,26.059
-20.31,-71.11,-71.752,-75.05,-75.172,-75.295,26.085
-20.187,-71.406,-71.752,-75.295,-75.05,-75.295,26.112
-20.31,-71.699,-72.118,-75.662,-75.54,-75.662,26.139
-20.065,-71.11,-71.63,-75.295,-75.295,-75.418,26.163
-20.432,-72.143,-72.362,-75.785,-75.662,-75.905,26.19
-20.31,-70.962,-71.508,-75.05,-75.05,-75.05,26.216
-20.31,-71.406,-71.875,-75.295,-74.927,-75.172,26.243
-20.187,-71.258,-71.508,-75.172,-74.927,-75.418,26.268
-20.31,-71.406,-71.995,-75.418,-75.418,-75.54,26.294
-20.31,-71.406,-71.875,-75.295,-75.05,-75.172,26.321
-20.432,-71.258,-71.995,-74.927,-75.05,-75.05,26.347
-20.432,-71.406,-71.63,-74.685,-74.685,-74.808,26.374
-20.797,-71.995,-72.362,-75.662,-75.54,-75.54,26.399
-20.065,-70.962,-71.752,-75.172,-75.295,-75.54,26.425
-20.555,-71.11,-71.63,-74.927,-75.172,-75.295,26.452
-20.677,-71.406,-71.752,-75.172,-75.295,-75.418,26.478
-20.92,-71.699,-71.995,-75.295,-75.295,-75.662,26.503
-20.92,-71.406,-71.875,-75.172,-75.05,-75.295,26.53
-20.31,-71.258,-71.508,-75.05,-75.05,-75.785,26.556
-20.555,-71.554,-71.995,-75.418,-75.295,-75.418,26.583
-20.555,-71.406,-71.995,-75.418,-75.418,-75.418,26.607
-20.677,-71.699,-72.24,-75.662,-75.295,-75.418,26.634
-20.92,-72.143,-72.73,-76.028,-75.785,-75.905,26.661
-20.555,-71.406,-71.995,-75.54,-75.54,-75.662,26.687
-20.432,-71.554,-71.995,-75.54,-75.418,-75.662,26.714
-20.677,-71.847,-71.875,-75.54,-75.54,-75.785,26.739
-20.555,-71.699,-71.875,-75.05,-75.05,-75.418,26.765
-20.797,-72.143,-72.362,-75.418,-75.295,-75.54,26.792
-20.187,-71.11,-71.752,-75.295,-75.295,-75.295,26.818
-20.432,-70.962,-71.508,-74.808,-74.927,-75.172,26.843
-20.432,-71.258,-71.875,-74.927,-75.05,-75.172,26.87
-20.432,-71.11,-71.63,-75.05,-75.05,-75.418,26.896
-20.31,-71.406,-71.995,-75.295,-75.172,-75.662,26.923
-20.31,-71.258,-71.752,-75.05,-75.172,-75.418,26.947
-20.31,-71.406,-71.752,-75.05,-75.172,-75.172,26.974
-20.31,-71.406,-71.752,-75.418,-75.418,-75.54,27.001
-20.187,-70.962,-71.508,-75.05,-74.927,-75.295,27.027
-20.187,-71.258,-71.752,-75.295,-75.05,-75.295,27.054
-20.31,-71.406,-71.752,-75.295,-75.295,-75.295,27.078
-19.942,-71.11,-71.508,-75.05,-75.05,-75.05,27.105
-20.555,-71.847,-72.118,-75.662,-75.54,-75.785,27.132
-20.187,-71.11,-71.752,-75.05,-74.927,-75.295,27.158
-20.797,-72.588,-72.972,-76.273,-75.905,-75.905,27.183
-20.555,-71.554,-72.24,-75.662,-75.295,-75.418,27.21
-20.432,-71.554,-72.118,-75.172,-75.418,-75.418,27.237
-20.432,-71.554,-71.995,-75.295,-75.295,-75.295,27.263
-20.187,-71.11,-71.63,-74.927,-74.927,-75.295,27.287
-20.677,-72.439,-72.485,-76.028,-75.905,-76.273,27.314
-20.432,-71.406,-71.752,-75.172,-75.295,-75.905,27.341
-20.31,-71.406,-71.508,-75.05,-74.927,-75.05,27.367
-20.187,-71.554,-71.752,-75.05,-75.172,-75.172,27.392
-20.31,-70.962,-71.508,-74.808,-74.808,-75.295,27.418
-20.065,-71.11,-71.875,-75.172,-74.927,-75.418,27.445
-20.187,-71.11,-71.875,-75.295,-75.172,-75.54,27.472
-20.187,-71.258,-71.995,-75.54,-75.295,-75.418,27.498
-20.31,-71.406,-71.875,-75.295,-75.172,-75.172,27.523
-20.432,-71.554,-71.995,-75.418,-75.172,-75.295,27.549
-20.187,-71.258,-71.875,-75.418,-74.808,-75.295,27.576
-20.065,-71.699,-71.752,-75.418,-75.172,-75.418,27.603
-20.31,-71.406,-71.752,-75.295,-75.172,-75.05,27.627
-20.31,-71.554,-71.752,-75.172,-74.808,-75.05,27.654
-20.31,-71.11,-71.752,-74.927,-74.927,-75.172,27.681
-20.187,-71.11,-71.385,-74.927,-74.562,-75.172,27.707
-20.31,-71.554,-72.118,-75.295,-75.418,-75.54,27.732
-20.31,-71.554,-71.995,-75.172,-75.418,-75.54,27.758
-20.31,-71.554,-72.24,-75.172,-74.808,-75.05,27.785
-20.432,-70.962,-71.752,-75.05,-74.927,-75.295,27.812
-20.31,-71.258,-71.875,-75.05,-75.05,-75.172,27.837
-19.942,-70.962,-71.63,-75.05,-75.172,-75.54,27.863
-20.31,-71.406,-72.24,-75.785,-75.905,-76.028,27.889
-20.187,-71.406,-71.875,-75.295,-75.418,-75.418,27.916
-20.555,-71.699,-71.752,-75.295,-75.05,-75.295,27.943
-20.065,-71.11,-71.508,-75.05,-74.808,-75.05,27.967
-20.432,-71.847,-71.995,-75.418,-75.172,-75.662,27.994
-20.432,-71.554,-72.24,-75.54,-75.54,-75.785,28.02
-20.31,-71.258,-71.875,-75.418,-75.295,-75.172,28.047
-20.432,-71.406,-71.995,-75.418,-75.05,-75.295,28.072
-20.555,-71.406,-72.24,-75.54,-75.172,-75.418,28.098
-20.31,-71.554,-71.995,-75.418,-75.295,-75.54,28.125
-20.31,-71.554,-71.995,-75.295,-75.418,-75.54,28.152
-20.31,-71.406,-71.752,-75.172,-75.172,-75.295,28.176
-20.677,-71.406,-71.752,-75.05,-74.927,-75.418,28.203
-20.555,-71.847,-72.485,-75.905,-75.905,-75.905,28.229
-20.065,-70.962,-71.508,-74.921,-74.921,-74.921,28.257
-20.432,-71.554,-72.118,-75.414,-75.414,-75.414,28.283
-20.432,-71.258,-72.118,-75.019,-75.019,-75.019,28.307
-17.745,-62.546,-66.987,-66.208,-66.208,-66.208,28.334
-15.422,-51.031,-59.41,-54.594,-54.594,-54.594,28.36
-14.2,-41.73,-52.445,-45.193,-45.193,-45.193,28.387
-13.345,-34.347,-45.847,-37.712,-37.712,-37.712,28.412
-12.612,-28.293,-39.983,-31.559,-31.559,-31.559,28.439
-12.367,-22.976,-34.362,-26.143,-26.143,-26.143,28.465
-12.735,-20.173,-30.575,-23.241,-23.241,-23.241,28.491
-11.88,-16.038,-25.685,-19.006,-19.006,-19.006,28.516
-11.39,-13.527,-22.142,-16.397,-16.397,-16.397,28.543
-10.657,-11.313,-19.332,-14.084,-14.084,-14.084,28.569
-9.8025,-9.8357,-17.01,-12.508,-12.508,-12.508,28.596
-10.045,-9.8357,-16.155,-12.409,-12.409,-12.409,28.621
-8.825,-8.3616,-14.445,-10.836,-10.836,-10.836,28.647
-8.2125,-8.5096,-13.835,-10.885,-10.885,-10.885,28.674
-7.235,-7.9175,-12.977,-10.194,-10.194,-10.194,28.7
-6.7475,-7.6215,-12.857,-9.7987,-9.7987,-9.7987,28.727
-5.6475,-6.8844,-12.122,-8.9627,-8.9627,-8.9627,28.752
-5.6475,-6.8844,-11.758,-8.8637,-8.8637,-8.8637,28.778
-4.7925,-6.1473,-10.902,-8.0276,-8.0276,-8.0276,28.805
-4.3025,-5.5552,-10.29,-7.3366,-7.3366,-7.3366,28.831
-3.815,-4.9661,-9.3125,-6.6486,-6.6486,-6.6486,28.856
-3.2025,-4.226,-8.4575,-5.8095,-5.8095,-5.8095,28.883
-3.08,-3.93,-7.8475,-5.4145,-5.4145,-5.4145,28.909
-3.2025,-3.785,-7.1125,-5.1705,-5.1705,-5.1705,28.936
-2.8375,-3.0449,-6.135,-4.3315,-4.3315,-4.3315,28.96
-2.5925,-2.6039,-5.6475,-3.7914,-3.7914,-3.7914,28.987
-2.225,-2.1598,-5.035,-3.2484,-3.2484,-3.2484,29.014
-1.9825,-2.0118,-4.5475,-3.0014,-3.0014,-3.0014,29.04
-1.7375,-1.7157,-4.18,-2.6064,-2.6064,-2.6064,29.065
-1.7375,-2.1598,-3.57,-2.9515,-2.9515,-2.9515,29.092
-1.4925,-2.3078,-3.325,-3.0006,-3.0006,-3.0006,29.118
-1.4925,-1.8637,-2.715,-2.4575,-2.4575,-2.4575,29.145
-1.2475,-1.1267,-2.225,-1.6215,-1.6215,-1.6215,29.169
-1.2475,-1.5677,-1.9825,-1.9636,-1.9636,-1.9636,29.198
-1.125,-1.1267,-1.86,-1.4236,-1.4236,-1.4236,29.223
-1.37,-1.2747,-1.86,-1.4726,-1.4726,-1.4726,29.249
-1.2475,-1.4227,-1.86,-1.5217,-1.5217,-1.5217,29.274
-1.2475,-0.97865,-1.4925,-0.97865,-0.97865,-0.97865,29.3
-0.6375,-0.83062,-1.125,-0.83062,-0.83062,-0.83062,29.327
-0.8825,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,29.354
-0.76,-0.83062,-0.8825,-0.83062,-0.83062,-0.83062,29.378
-1.37,-1.2747,-1.37,-1.2747,-1.2747,-1.2747,29.405
-1.005,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,29.431
-0.76,-0.97865,-0.8825,-0.97865,-0.97865,-0.97865,29.458
-0.76,-0.6826,-0.8825,-0.6826,-0.6826,-0.6826,29.483
-0.8825,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,29.509
-0.6375,-0.6826,-0.76,-0.6826,-0.6826,-0.6826,29.536
-0.76,-1.2747,-0.76,-1.2747,-1.2747,-1.2747,29.563
-0.76,-0.97865,-0.8825,-0.97865,-0.97865,-0.97865,29.589
-0.76,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,29.614
-0.8825,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,29.64
-1.2475,-1.2747,-1.2475,-1.2747,-1.2747,-1.2747,29.667
-0.76,-0.83062,-0.8825,-0.83062,-0.83062,-0.83062,29.694
-0.8825,-0.83062,-0.8825,-0.83062,-0.83062,-0.83062,29.718
-0.76,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,29.745
-0.8825,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,29.771
-0.76,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,29.798
-1.005,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,29.823
-1.005,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,29.849
-0.6375,-0.6826,-0.515,-0.6826,-0.6826,-0.6826,29.876
-1.125,-0.6826,-0.8825,-0.6826,-0.6826,-0.6826,29.902
-0.76,-0.97865,-0.8825,-0.97865,-0.97865,-0.97865,29.927
-1.005,-0.6826,-0.515,-0.6826,-0.6826,-0.6826,29.954
-0.6375,-0.53458,-0.6375,-0.53458,-0.53458,-0.53458,29.98
-0.6375,-0.6826,-0.6375,-0.6826,-0.6826,-0.6826,30.007
-0.515,-0.6826,-0.515,-0.6826,-0.6826,-0.6826,30.031
-0.8825,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,30.058
-0.515,-0.83062,-0.8825,-0.83062,-0.83062,-0.83062,30.085
-0.8825,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,30.111
-0.76,-0.6826,-0.515,-0.6826,-0.6826,-0.6826,30.136
-0.515,-0.53458,-0.515,-0.53458,-0.53458,-0.53458,30.163
-1.005,-1.2747,-1.125,-1.2747,-1.2747,-1.2747,30.189
-0.76,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,30.216
-1.125,-1.2747,-1.125,-1.2747,-1.2747,-1.2747,30.242
-0.8825,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,30.267
-0.76,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,30.294
-1.005,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,30.32
-0.76,-1.1267,-1.125,-1.1267,-1.1267,-1.1267,30.347
-1.005,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,30.371
-0.8825,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,30.398
-1.005,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,30.425
-1.125,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,30.451
-0.6375,-0.6826,-0.515,-0.6826,-0.6826,-0.6826,30.476
-1.2475,-1.2747,-0.8825,-1.2747,-1.2747,-1.2747,30.502
-1.2475,-1.2747,-1.005,-1.2747,-1.2747,-1.2747,30.529
-1.125,-1.1267,-1.125,-1.1267,-1.1267,-1.1267,30.556
-1.005,-0.53458,-0.515,-0.53458,-0.53458,-0.53458,30.58
-0.76,-0.6826,-0.515,-0.6826,-0.6826,-0.6826,30.607
-0.515,-0.6826,-0.76,-0.6826,-0.6826,-0.6826,30.634
-0.8825,-0.97865,-0.8825,-0.97865,-0.97865,-0.97865,30.66
-0.76,-0.6826,-0.6375,-0.6826,-0.6826,-0.6826,30.685
-0.76,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,30.711
-0.76,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,30.738
-0.515,-0.6826,-0.76,-0.6826,-0.6826,-0.6826,30.765
-1.005,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,30.789
-0.76,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,30.816
-0.8825,-0.83062,-0.515,-0.83062,-0.83062,-0.83062,30.842
-0.76,-0.97865,-0.8825,-0.97865,-0.97865,-0.97865,30.869
-0.76,-0.83062,-0.3925,-0.83062,-0.83062,-0.83062,30.894
-0.76,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,30.92
-0.76,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,30.947
-0.8825,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,30.973
-1.005,-1.2747,-0.8825,-1.2747,-1.2747,-1.2747,30.998
-0.76,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,31.025
-0.76,-1.1267,-0.515,-1.1267,-1.1267,-1.1267,31.051
-1.125,-1.2747,-1.005,-1.2747,-1.2747,-1.2747,31.078
-1.005,-1.4227,-0.8825,-1.4227,-1.4227,-1.4227,31.102
-1.005,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,31.129
-0.76,-0.6826,-0.6375,-0.6826,-0.6826,-0.6826,31.156
-0.76,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,31.182
-1.37,-1.4227,-1.4925,-1.4227,-1.4227,-1.4227,31.213
-1.86,-2.1598,-1.4925,-2.1598,-2.1598,-2.1598,31.234
-1.2475,-1.2747,-0.8825,-1.2747,-1.2747,-1.2747,31.26
-0.76,-1.1267,-0.6375,-1.1267,-1.1267,-1.1267,31.287
-0.6375,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,31.313
-1.125,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,31.338
-1.125,-1.2747,-0.76,-1.2747,-1.2747,-1.2747,31.365
-1.005,-0.97865,-0.515,-0.97865,-0.97865,-0.97865,31.391
-0.8825,-1.2747,-0.8825,-1.2747,-1.2747,-1.2747,31.418
-0.6375,-0.6826,-0.3925,-0.6826,-0.6826,-0.6826,31.442
-1.005,-0.6826,-0.6375,-0.6826,-0.6826,-0.6826,31.469
-0.8825,-1.2747,-1.125,-1.2747,-1.2747,-1.2747,31.496
-1.005,-0.97865,-0.8825,-0.97865,-0.97865,-0.97865,31.522
-1.005,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,31.547
-0.3925,-0.53458,-0.515,-0.53458,-0.53458,-0.53458,31.573
-0.515,-0.6826,-0.76,-0.6826,-0.6826,-0.6826,31.6
-0.8825,-0.83062,-1.005,-0.83062,-0.83062,-0.83062,31.627
-0.76,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,31.651
-1.005,-1.2747,-0.76,-1.2747,-1.2747,-1.2747,31.678
-0.6375,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,31.705
-0.76,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,31.731
-1.125,-1.7157,-1.125,-1.7157,-1.7157,-1.7157,31.756
-0.76,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,31.782
-1.2475,-1.4227,-0.8825,-1.4227,-1.4227,-1.4227,31.809
-0.8825,-1.2747,-0.8825,-1.2747,-1.2747,-1.2747,31.836
-0.8825,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,31.86
-0.8825,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,31.887
-0.76,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,31.913
-1.005,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,31.94
-0.8825,-1.1267,-0.76,-1.1267,-1.1267,-1.1267,31.965
-0.76,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,31.991
-1.125,-1.2747,-0.8825,-1.2747,-1.2747,-1.2747,32.018
-0.76,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,32.044
-0.76,-0.83062,-0.515,-0.83062,-0.83062,-0.83062,32.071
-0.76,-0.38656,-0.6375,-0.38656,-0.38656,-0.38656,32.096
-0.76,-0.83062,-0.515,-0.83062,-0.83062,-0.83062,32.122
-0.6375,-0.83062,-1.005,-0.83062,-0.83062,-0.83062,32.149
-0.8825,-0.6826,-0.3925,-0.6826,-0.6826,-0.6826,32.176
-0.6375,-0.6826,-0.515,-0.6826,-0.6826,-0.6826,32.2
-0.76,-0.83062,-0.515,-0.83062,-0.83062,-0.83062,32.227
-0.6375,-0.6826,-0.6375,-0.6826,-0.6826,-0.6826,32.253
-0.76,-0.83062,-0.76,-0.83062,-0.83062,-0.83062,32.28
-1.005,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,32.305
-0.6375,-0.6826,-0.6375,-0.6826,-0.6826,-0.6826,32.331
-0.8825,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,32.358
-0.8825,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,32.384
-1.005,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,32.409
-0.76,-0.83062,-0.6375,-0.83062,-0.83062,-0.83062,32.436
-0.8825,-0.83062,-0.8825,-0.83062,-0.83062,-0.83062,32.462
-1.2475,-1.1267,-1.2475,-1.1267,-1.1267,-1.1267,32.489
-0.515,-0.6826,-0.6375,-0.6826,-0.6826,-0.6826,32.513
-1.125,-1.2747,-1.005,-1.2747,-1.2747,-1.2747,32.54
-0.515,-0.53458,-0.6375,-0.53458,-0.53458,-0.53458,32.567
-0.8825,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,32.593
-0.76,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,32.619
-1.125,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,32.644
-1.005,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,32.671
-1.005,-0.83062,-1.005,-0.83062,-0.83062,-0.83062,32.698
-0.76,-0.97865,-0.8825,-0.97865,-0.97865,-0.97865,32.722
-0.8825,-0.6826,-0.6375,-0.6826,-0.6826,-0.6826,32.749
-1.005,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,32.776
-0.76,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,32.802
-1.125,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,32.827
-0.515,-0.97865,-1.005,-0.97865,-0.97865,-0.97865,32.853
-0.515,-0.6826,-0.76,-0.6826,-0.6826,-0.6826,32.881
-0.6375,-0.83062,-0.8825,-0.83062,-0.83062,-0.83062,32.907
-1.005,-1.4227,-1.2475,-1.4227,-1.4227,-1.4227,32.933
-1.005,-0.97865,-0.76,-0.97865,-0.97865,-0.97865,32.958
-0.76,-0.97865,-0.6375,-0.97865,-0.97865,-0.97865,32.984
-0.76,-1.1267,-1.005,-1.1267,-1.1267,-1.1267,33.011
-0.76,-1.1267,-0.8825,-1.1267,-1.1267,-1.1267,33.038
-1.2475,-1.5677,-1.005,-1.5677,-1.5677,-1.5677,33.062
